sentence_id,doc_id,section,sent_index,text,start_char,end_char
med:pmid:36333668:sec:introduction:sent:1,med:pmid:36333668,introduction,1,"Acute myocardial infarction (AMI) causes a series of pathophysiological changes, including myocardial necrosis, myocardial edema, and microvascular damage.",0,175
med:pmid:36333668:sec:introduction:sent:2,med:pmid:36333668,introduction,2,"These changes eventually lead to severe cardiovascular events, such as ventricular remodeling, heart failure, and papillary dysfunction.",176,312
med:pmid:36333668:sec:introduction:sent:3,med:pmid:36333668,introduction,3,Impaired cardiac function after ST-segment elevation myocardial infarction (STEMI) often manifests as a decrease in left ventricular ejection fraction (LVEF).,313,471
med:pmid:36333668:sec:introduction:sent:4,med:pmid:36333668,introduction,4,Clinical trials have shown that angiotensin receptor-neprilysin inhibitor (ARNI) treatment has the potential to improve LVEF in patients with STEMI after primary percutaneous coronary intervention (PPCI).,472,676
med:pmid:36333668:sec:introduction:sent:5,med:pmid:36333668,introduction,5,The purpose of this study was to evaluate the short-term efficacy of ARNI versus angiotensin-converting enzyme inhibitor (ACEI) treatment in patients with STEMI who exhibit reduced LVEF after PPCI.,677,893
med:pmid:36333668:sec:methods:sent:6,med:pmid:36333668,methods,6,A total of 169 patients with STEMI exhibiting post-PPCI LVEF below 50% who were orally treated with ARNI between December 2017 and August 2020 were selected as the experimental group.,894,1094
med:pmid:36333668:sec:methods:sent:7,med:pmid:36333668,methods,7,A total of 136 patients with STEMI exhibiting post-PPCI LVEF below 50% who were orally treated with an ACEI between January 2016 and August 2020 were selected as the control group.,1095,1275
med:pmid:36333668:sec:methods:sent:8,med:pmid:36333668,methods,8,LVEF was measured using cardiac ultrasonography during hospitalization and 3 months after discharge.,1276,1376
med:pmid:36333668:sec:methods:sent:9,med:pmid:36333668,methods,9,Linear and logistic regression analyses were performed to compare patient demographics and hospitalization variables to evaluate the risk factors for change and rate of improvement in LVEF.,1377,1566
med:pmid:36333668:sec:methods:sent:10,med:pmid:36333668,methods,10,Propensity score matching (PSM) was used to account for confounding factors.,1567,1643
med:pmid:36333668:sec:results:sent:11,med:pmid:36333668,results,11,"After PSM, the study cohort consisted of 81 patients in the ARNI group and 123 in the ACEI group.",1644,1758
med:pmid:36333668:sec:results:sent:12,med:pmid:36333668,results,12,"After an average follow-up period of 3 months, no significant difference was noted in the LVEF improvement rate between the experimental and control groups (P = 0.475, 95% CI: -0.062 to 0.134).",1759,1952
med:pmid:36333668:sec:results:sent:13,med:pmid:36333668,results,13,Multivariate logistic regression analysis also indicated no significant correlation between the change in LVEF and oral ARNI treatment in patients with STEMI exhibiting reduced LVEF after PPCI (P &gt; 0.05).,1953,2160
med:pmid:36333668:sec:conclusion:sent:14,med:pmid:36333668,conclusion,14,The short-term effect of ARNI treatment on the cardiac function of patients with STEMI and reduced LVEF after PPCI is not superior to that of ACEI treatment.,2161,2338
med:pmid:36125514:sec:title:sent:0,med:pmid:36125514,title,0,[Management of chronic heart failure: state of the art according to the 2021 guideline].,0,88
med:pmid:36125514:sec:abstract:sent:1,med:pmid:36125514,abstract,1,Treatment of heart failure with reduced ejection fraction (HFrEF) requires four drug classes that should be initiated simultaneously and up-titrated rapidly.,0,157
med:pmid:36125514:sec:abstract:sent:2,med:pmid:36125514,abstract,2,All four have received class I recommendations.,158,205
med:pmid:36125514:sec:abstract:sent:3,med:pmid:36125514,abstract,3,"Sacubitril/valsartan can be considered in initial treatment, even for patients in whom no previous treatment with an angiotensin converting enzyme inhibitor has been given.",206,378
med:pmid:36125514:sec:abstract:sent:4,med:pmid:36125514,abstract,4,Treatment with dapagliflozin and empagliflozin is started irrespective of diabetes mellitus to reduce mortality and hospitalization rates for heart failure.,379,535
med:pmid:36125514:sec:abstract:sent:5,med:pmid:36125514,abstract,5,"Most drug treatment recommendations for HFrEF can be extrapolated to heart failure with mildly-reduced ejection fraction, even though the evidence base is not as robust as in HFrEF.",536,717
med:pmid:36125514:sec:abstract:sent:6,med:pmid:36125514,abstract,6,"Treatment individualization considers co-morbidities such as atrial fibrillation, valvular disease and iron deficiency as well as advanced heart failure.",718,871
med:pmid:36125514:sec:abstract:sent:7,med:pmid:36125514,abstract,7,"Following cardiac decompensation, verciguat is now available as an additional treatment option.",872,967
med:pmid:35999128:sec:title:sent:0,med:pmid:35999128,title,0,Guideline-Directed Medical Therapy Before and After Primary Prevention Implantable Cardioverter Defibrillator Implantation in New Zealand (ANZACS-QI 66).,0,153
med:pmid:35999128:sec:introduction:sent:1,med:pmid:35999128,introduction,1,Guidelines recommend angiotensin converting enzyme inhibitors (ACEi)/angiotensin receptor blockers (ARB)/angiotensin receptor neprilysin inhibitors (ARNI); beta blockers; and mineralocorticoid receptor antagonists (MRA) in patients with symptomatic heart failure and reduced left ventricular ejection fraction before consideration of primary prevention implantable cardioverter defibrillator (ICD).,0,420
med:pmid:35999128:sec:introduction:sent:2,med:pmid:35999128,introduction,2,This study aims to investigate dispensing rates of guideline-directed medical therapy (GDMT) before and after primary prevention ICD implantation in New Zealand.,421,582
med:pmid:35999128:sec:methods:sent:3,med:pmid:35999128,methods,3,All patients receiving a primary prevention ICD between 2009 and 2018 were identified using nationally collected data on all public hospital admissions in New Zealand.,583,767
med:pmid:35999128:sec:methods:sent:4,med:pmid:35999128,methods,4,This was anonymously linked to national pharmaceutical data to obtain medication dispensing.,768,860
med:pmid:35999128:sec:methods:sent:5,med:pmid:35999128,methods,5,"Medications were categorised as low dose (<50% of target dose), 50-99% of target dose or target dose based on international guidelines.",861,996
med:pmid:35999128:sec:results:sent:6,med:pmid:35999128,results,6,"Of the 1,698 patients identified, ACEi/ARB/ARNI, beta blockers and MRA were dispensed in 80.2%, 83.6% and 45.4%, respectively, prior to ICD implant.",997,1162
med:pmid:35999128:sec:results:sent:7,med:pmid:35999128,results,7,"However, ≥50% target doses of each medication class were dispensed in only 51.8%, 51.8% and 34.5%, respectively.",1163,1275
med:pmid:35999128:sec:results:sent:8,med:pmid:35999128,results,8,Only 15.8% of patients were receiving ≥50% target doses of all three classes of medications.,1276,1368
med:pmid:35999128:sec:results:sent:9,med:pmid:35999128,results,9,"In the 1,666 patients who survived 1 year after ICD implant, the proportions of patients dispensed each class of medications remained largely unchanged.",1369,1521
med:pmid:35999128:sec:conclusion:sent:10,med:pmid:35999128,conclusion,10,"Dispensing of GDMT was suboptimal in patients before and after primary prevention ICD implantation in New Zealand, and only a minority received ≥50% target doses of all classes of medication.",1522,1733
med:pmid:35999128:sec:methods:sent:11,med:pmid:35999128,methods,11,are needed to optimise use of these standard evidence-based medications to improve clinical outcomes and avoid unnecessary device implantation.,1734,1891
med:pmid:35851740:sec:title:sent:0,med:pmid:35851740,title,0,"Use of guideline-recommended medical therapy in patients with heart failure and chronic kidney disease: from physician's prescriptions to patient's dispensations, medication adherence and persistence.",0,200
med:pmid:35851740:sec:introduction:sent:1,med:pmid:35851740,introduction,1,Half of heart failure (HF) patients have chronic kidney disease (CKD) complicating their pharmacological management.,0,129
med:pmid:35851740:sec:introduction:sent:2,med:pmid:35851740,introduction,2,We evaluated physicians' and patients' patterns of use of evidence-based medical therapies in HF across CKD stages.,130,245
med:pmid:35851740:sec:results:sent:3,med:pmid:35851740,results,3,We studied HF patients with reduced (HFrEF) and mildly reduced (HFmrEF) ejection fraction enrolled in the Swedish Heart Failure Registry in 2009-2018.,246,425
med:pmid:35851740:sec:results:sent:4,med:pmid:35851740,results,4,"We investigated the likelihood of physicians to prescribe guideline-recommended therapies to patients with CKD, and of patients to fill the prescriptions within 90 days of incident HF (initiating therapy), to adhere (proportion of days covered ≥80%) and persist (continued use) on these treatments during the first year of therapy.",426,757
med:pmid:35851740:sec:results:sent:5,med:pmid:35851740,results,5,"We identified 31 668 patients with HFrEF (median age 74 years, 46% CKD).",758,830
med:pmid:35851740:sec:results:sent:6,med:pmid:35851740,results,6,"The proportions receiving a prescription for angiotensin-converting enzyme inhibitors/angiotensin receptor blockers/angiotensin receptor-neprilysin inhibitors (ACEi/ARB/ARNi) were 96%, 92%, 86%, and 68%, for estimated glomerular filtration rate (eGFR) ≥60, 45-59, 30-44, and <30 ml/min/1.73 m<sup>2</sup> , respectively; for beta-blockers 94%, 93%, 92%, and 92%, for mineralocorticoid receptor antagonists (MRAs) 45%, 44%, 37%, 24%; and for triple therapy (combination of ACEi/ARB/ARNi + beta-blockers + MRA) 38%, 35%, 28%, and 15%.",831,1363
med:pmid:35851740:sec:results:sent:7,med:pmid:35851740,results,7,"Patients with CKD were less likely to initiate these medications, and less likely to adhere to and persist on ACEi/ARB/ARNi, MRA, and triple therapy.",1364,1513
med:pmid:35851740:sec:results:sent:8,med:pmid:35851740,results,8,"Among stoppers, CKD patients were less likely to restart these medications.",1514,1589
med:pmid:35851740:sec:results:sent:9,med:pmid:35851740,results,9,were consistent after multivariable adjustment and in patients with HFmrEF (n = 15 114).,1590,1686
med:pmid:35851740:sec:conclusion:sent:10,med:pmid:35851740,conclusion,10,"Patients with HF and CKD are less likely to be prescribed and to fill prescriptions for evidence-based therapies, showing lower adherence and persistence, even at eGFR categories where these therapies are recommended and have shown efficacy in clinical trials.",1687,1968
med:pmid:35022763:sec:title:sent:0,med:pmid:35022763,title,0,Renal events in patients receiving neprilysin inhibitors: a systematic review and meta-analysis.,0,96
med:pmid:35022763:sec:introduction:sent:1,med:pmid:35022763,introduction,1,"While it is well known that angiotensin-converting enzyme inhibitors (ACEi)/angiotensin receptor blockers (ARBs) increase the risk of acute renal failure, the role of neprilysin inhibition (NEPi) is unclear and some physicians are reluctant to prescribe sacubitril/valsartan because of safety concerns.",0,322
med:pmid:35022763:sec:introduction:sent:2,med:pmid:35022763,introduction,2,"This meta-analysis aimed to examine the risk for renal events, progression of chronic kidney disease (CKD) or progression to dialysis on combined NEPi and ACEi/ARBs compared with ACEi or ARBs.",323,515
med:pmid:35022763:sec:methods:sent:3,med:pmid:35022763,methods,3,"We performed a systematic meta-analysis including 17 randomized controlled trials (study drug sacubitril/valsartan or omapatrilat), involving a total of 23 569 patients, after searching PubMed, Cochrane, ClinicalTrials.org and Embase for eligible studies.",516,788
med:pmid:35022763:sec:methods:sent:4,med:pmid:35022763,methods,4,"From the included trials, all renal endpoints, including long- and short-term outcomes and hyperkalemia, were extracted.",789,909
med:pmid:35022763:sec:methods:sent:5,med:pmid:35022763,methods,5,Pooled odds ratios (ORs) were calculated using the DerSimonian and Laird method.,910,990
med:pmid:35022763:sec:methods:sent:6,med:pmid:35022763,methods,6,The study was registered at PROSPERO.,991,1028
med:pmid:35022763:sec:results:sent:7,med:pmid:35022763,results,7,"Overall, treatment with sacubitril/valsartan or omapatrilat showed a slightly lower risk of any renal event [OR 0.82 (0.7-0.97)] compared with treatment with an ACEi or ARB alone.",1029,1225
med:pmid:35022763:sec:results:sent:8,med:pmid:35022763,results,8,"Also, there was a decreased risk of severe acute renal events [OR 0.8 (0.69-0.93)] and a decrease in estimated glomerular filtration rate decline [mean difference -0.58 mL/min (-0.83 to -0.33 mL/min)].",1226,1427
med:pmid:35022763:sec:results:sent:9,med:pmid:35022763,results,9,There was no difference in chronic renal events [OR 0.92 (0.8-1.05)] or hyperkalemia [OR 1.02 (0.84-1.23)].,1428,1535
med:pmid:35022763:sec:conclusion:sent:10,med:pmid:35022763,conclusion,10,NEPi + ACEi/ARBs are safe in terms of renal adverse events.,1536,1615
med:pmid:35022763:sec:conclusion:sent:11,med:pmid:35022763,conclusion,11,Longer trials focusing on CKD are needed to evaluate the effect of NEPi on decreasing progression of CKD.,1616,1721
med:pmid:37143752:sec:title:sent:0,med:pmid:37143752,title,0,Cost-Effectiveness of Sacubitril/Valsartan Compared with Enalapril in Patients with Heart Failure with Reduced Ejection Fraction: A Systematic Review.,0,150
med:pmid:37143752:sec:introduction:sent:1,med:pmid:37143752,introduction,1,To assess the cost-effectiveness of sacubitril/valsartan compared with enalapril in patients with heart failure with reduced ejection (HFrEF).,0,162
med:pmid:37143752:sec:methods:sent:2,med:pmid:37143752,methods,2,"A systematic literature search was conducted searching in major electronic databases from inception to January 1, 2021.",163,299
med:pmid:37143752:sec:methods:sent:3,med:pmid:37143752,methods,3,All relevant full economic evaluation studies of sacubitril/valsartan versus enalapril for the treatment of patients with HFrEF were identified using ad hoc search strategies.,300,475
med:pmid:37143752:sec:methods:sent:4,med:pmid:37143752,methods,4,"Mortality, hospital admissions, quality-adjusted life years (QALYs), life-years (LYQs), annual drug costs, total lifetime costs, and incremental cost-effectiveness ratio (ICER) were considered as the outcomes.",476,685
med:pmid:37143752:sec:methods:sent:5,med:pmid:37143752,methods,5,The quality of the included studies was assessed using the CHEERS checklist.,686,762
med:pmid:37143752:sec:methods:sent:6,med:pmid:37143752,methods,6,"This study was conducted and reported in accordance with the ""Preferred Reporting Items for Systematic Reviews and Meta-Analyses"" (PRISMA) guidelines.",763,913
med:pmid:37143752:sec:results:sent:7,med:pmid:37143752,results,7,"The initial search yielded a pool of 1026 articles, of which 703 unique articles were screened, 65 full-text articles were assessed for eligibility and 15 studies finally included in the qualitative synthesis.",914,1140
med:pmid:37143752:sec:results:sent:8,med:pmid:37143752,results,8,Studies show that sacubitril/valsartan reduces mortality and hospitalization rate.,1141,1223
med:pmid:37143752:sec:results:sent:9,med:pmid:37143752,results,9,"The mean of death risk ratio and hospitalization were computed at 0.843 and 0.844, respectively.",1224,1320
med:pmid:37143752:sec:results:sent:10,med:pmid:37143752,results,10,Sacubitril/valsartan produced higher annual and total lifetime costs.,1321,1390
med:pmid:37143752:sec:results:sent:11,med:pmid:37143752,results,11,"The lowest and highest lifetime costs for sacubitril/valsartan were found in Thailand ($4,756) and Germany ($118,815), respectively.",1391,1523
med:pmid:37143752:sec:results:sent:12,med:pmid:37143752,results,12,"The lowest ICER was reported in Thailand ($4857/QALY) and the highest in the USA ($143,891/QALY).",1524,1621
med:pmid:37143752:sec:conclusion:sent:13,med:pmid:37143752,conclusion,13,Sacubitril/valsartan is associated with better outcomes and may be cost-effective compared to enalapril for the management of HFrEF.,1622,1774
med:pmid:37143752:sec:conclusion:sent:14,med:pmid:37143752,conclusion,14,"However, in developing countries such as Thailand, sacubitril-valsartan costs must be reduced to yield an ICER below the threshold.",1775,1906
med:pmid:36252108:sec:title:sent:0,med:pmid:36252108,title,0,Inpatient Quality-of-Care Measures for Heart Failure: Treatment Gaps and Opportunities in the Contemporary Era.,0,111
med:pmid:36252108:sec:introduction:sent:1,med:pmid:36252108,introduction,1,Quality of care measures are vital tools to assess processes of care within and between health care systems.,0,128
med:pmid:36252108:sec:introduction:sent:2,med:pmid:36252108,introduction,2,The 2020 American College of Cardiology/AHA performance measures for heart failure provide a new set of such measures.,129,247
med:pmid:36252108:sec:introduction:sent:3,med:pmid:36252108,introduction,3,We evaluated the achievement of these and other performance measures within the Veterans Affairs hospital system in a contemporary cohort of patients hospitalized for heart failure.,248,429
med:pmid:36252108:sec:methods:sent:4,med:pmid:36252108,methods,4,Hospital discharges from January 2010 to February 2021 with a primary diagnosis of heart failure (n=289 810) were evaluated.,430,571
med:pmid:36252108:sec:methods:sent:5,med:pmid:36252108,methods,5,Adherence to each measure was determined using the measure's stated definition and by site.,572,663
med:pmid:36252108:sec:results:sent:6,med:pmid:36252108,results,6,"Among patients with reduced ejection fraction (53.0%), beta blocker use was high (89.0%), ACE (angiotensin-converting enzyme) inhibitor, angiotensin receptor blocker, or angiotensin receptor-neprilysin inhibitor (ARNI) use decreased over time (75.3% in 2010, 55.8% in 2020), and hydralazine/nitrate use in eligible Black patients (19.3%) was low.",664,1027
med:pmid:36252108:sec:results:sent:7,med:pmid:36252108,results,7,"While 68.1% were eligible for ARNI, only 6.0% received them, reaching 17.2% by 2020.",1028,1112
med:pmid:36252108:sec:results:sent:8,med:pmid:36252108,results,8,"Mineralocorticoid receptor antagonists were used in 49.3% of those eligible; laboratory testing 7 days after their initiation was 73.0%, detecting hyperkalemia in 2.2%, although it occurred in 13.7% by 90 days.",1113,1323
med:pmid:36252108:sec:results:sent:9,med:pmid:36252108,results,9,"Achievement of ≥50% target dose was low (beta blocker 45.9%, ACE inhibitor/angiotensin receptor blocker 31.6%, ARNI 19.0%) and for ACE inhibitor/angiotensin receptor blocker/ARNI, decreased over time.",1324,1524
med:pmid:36252108:sec:results:sent:10,med:pmid:36252108,results,10,Discharge appointments were 56.2% at 7 days and 78.8% at 14 days.,1525,1590
med:pmid:36252108:sec:results:sent:11,med:pmid:36252108,results,11,Cardiac rehabilitation referral was low (10.5%) but increased.,1591,1653
med:pmid:36252108:sec:results:sent:12,med:pmid:36252108,results,12,"There were significant site-level differences, particularly for hydralazine, ARNI, devices, and cardiac rehabilitation.",1654,1773
med:pmid:36252108:sec:conclusion:sent:13,med:pmid:36252108,conclusion,13,Important inpatient quality of care measures can be readily measured across the Veterans Administration health care system from electronic health records.,1774,1949
med:pmid:36252108:sec:conclusion:sent:14,med:pmid:36252108,conclusion,14,Treatment gaps and site-level differences persisted into the contemporary era and will likely be exacerbated as newer treatments are added to this complex baseline.,1950,2114
med:pmid:36252108:sec:conclusion:sent:15,med:pmid:36252108,conclusion,15,"These measures and methods also offer the opportunity to target global, local, and individual processes of care for innovative quality improvement initiatives.",2115,2274
med:pmid:36125061:sec:title:sent:0,med:pmid:36125061,title,0,Real-world use patterns of angiotensin receptor-neprilysin inhibitor (sacubitril/valsartan) among patients with heart failure within a large integrated health system.,0,166
med:pmid:36125061:sec:abstract:sent:1,med:pmid:36125061,abstract,1,<b>BACKGROUND:</b> Sacubitril/valsartan is a first-in-class angiotensin receptor-neprilysin inhibitor (ARNI) that is now preferred in guidelines over angiotensin-converting enzyme inhibitors (ACEIs) or angiotensin receptor blockers (ARBs) for patients with heart failure with reduced ejection fraction (HFrEF).,0,310
med:pmid:36125061:sec:abstract:sent:2,med:pmid:36125061,abstract,2,"However, it has not been broadly adopted in clinical practice.",311,373
med:pmid:36125061:sec:abstract:sent:3,med:pmid:36125061,abstract,3,<b>OBJECTIVE:</b> To characterize ARNI use within a large diverse real-world population and assess for any racial disparities.,374,500
med:pmid:36125061:sec:abstract:sent:4,med:pmid:36125061,abstract,4,<b>METHODS:</b> We conducted a cross-sectional study within Kaiser Permanente Southern California.,501,599
med:pmid:36125061:sec:abstract:sent:5,med:pmid:36125061,abstract,5,"Adult patients with HFrEF who received ARNIs, ACEIs, or ARBs between January 1, 2014, and November 30, 2020, were identified.",600,725
med:pmid:36125061:sec:abstract:sent:6,med:pmid:36125061,abstract,6,The prevalence of ARNI use among the cohort and patient characteristics by ARNIs vs ACEIs/ARBs use were described.,726,840
med:pmid:36125061:sec:abstract:sent:7,med:pmid:36125061,abstract,7,Multivariable regression was performed to estimate odds ratios and 95% CIs of receiving ARNI by race and ethnicity.,841,956
med:pmid:36125061:sec:abstract:sent:8,med:pmid:36125061,abstract,8,"<b>RESULTS:</b> Among 12,250 patients with HFrEF receiving ACEIs, ARBs, or ARNIs, 556 (4.54%) patients received ARNIs.",957,1075
med:pmid:36125061:sec:abstract:sent:9,med:pmid:36125061,abstract,9,ARNI use among this cohort increased from 0.02% in 2015 to 7.48% in 2020.,1076,1149
med:pmid:36125061:sec:abstract:sent:10,med:pmid:36125061,abstract,10,Patients receiving ARNIs were younger (aged 62 vs 69 years) and had a lower median ejection fraction (27% vs 32%) compared with patients receiving ACEIs/ARBs.,1150,1308
med:pmid:36125061:sec:abstract:sent:11,med:pmid:36125061,abstract,11,They also had higher use of mineralocorticoid antagonists (24.1% vs 19.8%) and automatic implantable cardioverterdefibrillators (17.4% vs 13.3%).,1309,1454
med:pmid:36125061:sec:abstract:sent:12,med:pmid:36125061,abstract,12,There were no significant differences in rate of ARNI use by race and ethnicity.,1455,1535
med:pmid:36125061:sec:abstract:sent:13,med:pmid:36125061,abstract,13,"<b>CONCLUSIONS:</b> Within a large diverse integrated health system in Southern California, the rate of ARNI use has risen over time.",1536,1669
med:pmid:36125061:sec:abstract:sent:14,med:pmid:36125061,abstract,14,"Patients given ARNIs were younger with fewer comorbidities, while having worse ejection fraction.",1670,1767
med:pmid:36125061:sec:abstract:sent:15,med:pmid:36125061,abstract,15,Racial minorities were no less likely to receive ARNIs compared with White patients.,1768,1852
med:pmid:36125061:sec:abstract:sent:16,med:pmid:36125061,abstract,16,<b>DISCLOSURES:</b> Dr Huang had stock ownership in Gilead and Pfizer.,1853,1923
med:pmid:36125061:sec:abstract:sent:17,med:pmid:36125061,abstract,17,Dr Liang received support for article processing and medical writing.,1924,1993
med:pmid:36082663:sec:title:sent:0,med:pmid:36082663,title,0,Impact of Sacubitril/Valsartan Compared With Ramipril on Cardiac Structure and Function After Acute Myocardial Infarction: The PARADISE-MI Echocardiographic Substudy.,0,166
med:pmid:36082663:sec:introduction:sent:1,med:pmid:36082663,introduction,1,Angiotensin-converting enzyme inhibitors attenuate left ventricular (LV) enlargement after acute myocardial infarction (AMI).,0,145
med:pmid:36082663:sec:introduction:sent:2,med:pmid:36082663,introduction,2,"Preclinical data suggest similar benefits with combined angiotensin receptor neprilysin inhibition, but human data are conflicting.",146,277
med:pmid:36082663:sec:introduction:sent:3,med:pmid:36082663,introduction,3,The PARADISE-MI Echo Study (Prospective ARNI Versus ACE Inhibitor Trial to Determine Superiority in Reducing Heart Failure Events After Myocardial Infarction) tested the effect of sacubitril/valsartan compared with ramipril on LV function and adverse remodeling after high risk-AMI.,278,560
med:pmid:36082663:sec:methods:sent:4,med:pmid:36082663,methods,4,"In a prespecified substudy, 544 PARADISE-MI participants were enrolled in the Echo Study to undergo protocol echocardiography at randomization and after 8 months.",561,740
med:pmid:36082663:sec:methods:sent:5,med:pmid:36082663,methods,5,Patients were randomized within 0.5 to 7 days of presentation with their index AMI to receive a target dose of sacubitril/valsartan 200 mg or ramipril 5 mg twice daily.,741,909
med:pmid:36082663:sec:methods:sent:6,med:pmid:36082663,methods,6,Echocardiographic measures were performed at a core laboratory by investigators blinded to treatment assignment.,910,1022
med:pmid:36082663:sec:methods:sent:7,med:pmid:36082663,methods,7,The effect of treatment on change in echo measures was assessed with ANCOVA with adjustment for baseline value and enrollment region.,1023,1156
med:pmid:36082663:sec:methods:sent:8,med:pmid:36082663,methods,8,"The primary end points were change in LV ejection fraction (LVEF) and left atrial volume (LAV), and prespecified secondary end points included changes in LV end-diastolic and end-systolic volumes.",1157,1353
med:pmid:36082663:sec:results:sent:9,med:pmid:36082663,results,9,"Mean age was 64±12 years; 26% were women; mean LVEF was 42±12%; and LAV was 49±17 mL. Of 544 enrolled patients, 457 (84%) had a follow-up echo at 8 months (228 taking sacubitril/valsartan, 229 taking ramipril).",1354,1581
med:pmid:36082663:sec:results:sent:10,med:pmid:36082663,results,10,There was no significant difference in change in LVEF (<i>P</i>=0.79) or LAV (<i>P</i> =0.62) by treatment group.,1582,1695
med:pmid:36082663:sec:results:sent:11,med:pmid:36082663,results,11,"Patients randomized to sacubitril/valsartan demonstrated less increase in LV end-diastolic volume (<i>P</i>=0.025) and greater decline in LV mass index (<i>P</i>=0.037), increase in tissue Doppler e'<sub>lat</sub> (<i>P</i>=0.005), decrease in E/e'<sub>lat</sub> (<i>P</i>=0.045), and decrease in tricuspid regurgitation peak velocity (<i>P</i>=0.024) than patients randomized to ramipril.",1696,2085
med:pmid:36082663:sec:results:sent:12,med:pmid:36082663,results,12,These differences remained significant after adjustment for differences in baseline characteristics.,2086,2186
med:pmid:36082663:sec:results:sent:13,med:pmid:36082663,results,13,"Baseline LVEF, LV end-diastolic volume, LV end-systolic volume, LV mass index, LAV, and Doppler-based diastolic indices were associated with risk of cardiovascular death or incident heart failure.",2187,2383
med:pmid:36082663:sec:conclusion:sent:14,med:pmid:36082663,conclusion,14,Treatment with sacubitril/valsartan compared with ramipril after AMI did not result in changes in LVEF or LAV at 8 months.,2384,2527
med:pmid:36082663:sec:conclusion:sent:15,med:pmid:36082663,conclusion,15,Patients randomized to sacubitril/valsartan had less LV enlargement and greater improvement in filling pressure.,2528,2640
med:pmid:36082663:sec:conclusion:sent:16,med:pmid:36082663,conclusion,16,"Measures of LV size, systolic function, and diastolic properties were predictive of cardiovascular death and incident heart failure after AMI in this contemporary, well-treated cohort.",2641,2825
med:pmid:36082663:sec:conclusion:sent:17,med:pmid:36082663,conclusion,17,<h4>Registration</h4> URL: https://www.,2826,2865
med:pmid:36082663:sec:conclusion:sent:18,med:pmid:36082663,conclusion,18,<h4>Clinicaltrials</h4> gov; Unique identifier: NCT02924727.,2866,2926
med:pmid:35902033:sec:title:sent:0,med:pmid:35902033,title,0,Guideline-Directed Medical Therapy in Newly Diagnosed Heart Failure With Reduced Ejection Fraction in the Community.,0,116
med:pmid:35902033:sec:introduction:sent:1,med:pmid:35902033,introduction,1,Guideline-directed medical therapy (GDMT) dramatically improves outcomes in heart failure with reduced ejection fraction (HFrEF).,0,149
med:pmid:35902033:sec:introduction:sent:2,med:pmid:35902033,introduction,2,Our goal was to examine GDMT use in community patients with newly diagnosed HFrEF.,150,232
med:pmid:35902033:sec:results:sent:3,med:pmid:35902033,results,3,"We performed a population-based, retrospective cohort study of all Olmsted County, Minnesota, residents with newly diagnosed HFrEF (EF ≤ 40%) 2007-2017.",233,414
med:pmid:35902033:sec:results:sent:4,med:pmid:35902033,results,4,We excluded patients with contraindications to medication initiation.,415,484
med:pmid:35902033:sec:results:sent:5,med:pmid:35902033,results,5,"We examined the use of beta-blockers, HF beta-blockers (metoprolol succinate, carvedilol, bisoprolol), angiotensin converting enzyme inhibitors (ACEis), angiotensin receptor blockers (ARBs), angiotensin receptor neprilysin inhibitors (ARNIS), and mineralocorticoid receptor antagonists (MRAs) in the first year after HFrEF diagnosis.",485,818
med:pmid:35902033:sec:results:sent:6,med:pmid:35902033,results,6,We used Cox models to evaluate the association of being seen in an HF clinic with the initiation of GDMT.,819,924
med:pmid:35902033:sec:results:sent:7,med:pmid:35902033,results,7,"From 2007 to 2017, 1160 patients were diagnosed with HFrEF (mean age 69.7 years, 65.6% men).",925,1017
med:pmid:35902033:sec:results:sent:8,med:pmid:35902033,results,8,Most eligible patients received beta-blockers (92.6%) and ACEis/ARBs/ARNIs (87.0%) in the first year.,1018,1119
med:pmid:35902033:sec:results:sent:9,med:pmid:35902033,results,9,"However, only 63.8% of patients were treated with an HF beta-blocker, and few received MRAs (17.6%).",1120,1220
med:pmid:35902033:sec:results:sent:10,med:pmid:35902033,results,10,"In models accounting for the role of an HF clinic in initiation of these medications, being seen in an HF clinic was independently associated with initiation of new GDMT across all medication classes, with a hazard ratio (95% CI) of 1.54 (1.15-2.06) for any beta-blocker, 2.49 (1.95-3.20) for HF beta-blockers, 1.97 (1.46-2.65) for ACEis/ARBs/ARNIs, and 2.14 (1.49-3.08) for MRAs.",1221,1601
med:pmid:35902033:sec:conclusion:sent:11,med:pmid:35902033,conclusion,11,"In this population-based study, most patients with newly diagnosed HFrEF received beta-blockers and ACEis/ARBs/ARNIs.",1602,1740
med:pmid:35902033:sec:conclusion:sent:12,med:pmid:35902033,conclusion,12,"GDMT use was higher in patients seen in an HF clinic, suggesting the potential benefit of referral to an HF clinic for patients with newly diagnosed HFrEF.",1741,1896
med:pmid:35712811:sec:title:sent:0,med:pmid:35712811,title,0,Angiotensin receptor-neprilysin inhibitor in symptomatic patients with Duchenne dilated cardiomyopathy: A primetime.,0,116
med:pmid:35712811:sec:introduction:sent:1,med:pmid:35712811,introduction,1,"Duchenne muscular dystrophy (DMD) is an X-linked recessive neuromuscular disorder, characterized by significant long-term cardiac involvement.",0,156
med:pmid:35712811:sec:introduction:sent:2,med:pmid:35712811,introduction,2,"Dilated cardiomyopathy (DCM) is the main cause of death in DMD, and angiotensin-converting enzyme inhibitors (ACEi) and beta-blockers (BB) are first-line treatments in DCM.",157,329
